Year,Week,Club1,Club2,Att1,Mid1,Def1,Att2,Mid2,Def2,Diff1,Diff2,Goals1,Goals2
2018,7,Villarreal CF,Real Valladolid,79,79,80,75,71,71,0.3333333333333333,-0.16666666666666666,0,1
2018,7,Levante UD,CD Alavés,75,76,75,77,75,74,-0.6666666666666666,0.5,2,1
2018,7,Real Betis,CD Leganés,79,79,76,74,75,74,-0.16666666666666666,-0.8333333333333334,1,0
2018,7,Celta Vigo,Getafe CF,78,78,78,75,74,75,0.3333333333333333,0.0,1,1
2018,8,Athletic Bilbao,Real Sociedad,81,79,78,80,78,76,-0.2857142857142857,-0.14285714285714285,1,3
2018,8,Girona FC,SD Eibar,79,76,75,77,78,75,-0.2857142857142857,-0.5714285714285714,2,3
2018,8,Getafe CF,Levante UD,75,74,75,75,76,75,0.0,-0.42857142857142855,0,1
2018,8,CD Alavés,Real Madrid,77,75,74,86,86,86,0.2857142857142857,0.8571428571428571,1,0
2018,8,CD Leganés,Rayo Vallecano,74,75,74,73,73,72,-0.8571428571428571,-1.0,1,0
2018,8,Real Valladolid,SD Huesca,75,71,71,71,70,69,0.0,-1.4285714285714286,1,0
2018,8,Atlético Madrid,Real Betis,85,82,83,79,79,76,0.5714285714285714,0.0,1,0
2018,8,Espanyol Barcelona,Villarreal CF,79,78,76,79,79,80,0.2857142857142857,0.14285714285714285,3,1
2018,8,Sevilla FC,Celta Vigo,80,80,79,78,78,78,1.2857142857142858,0.2857142857142857,2,1
2018,8,Valencia CF,FC Barcelona,80,80,80,93,84,84,-0.14285714285714285,1.4285714285714286,1,1
2018,9,Celta Vigo,CD Alavés,78,78,78,77,75,74,0.125,0.375,0,1
2018,9,Real Madrid,Levante UD,86,86,86,75,76,75,0.625,-0.25,1,2
2018,9,Valencia CF,CD Leganés,80,80,80,74,75,74,-0.125,-0.625,1,1
2018,9,Villarreal CF,Atlético Madrid,79,79,80,85,82,83,-0.125,0.625,1,1
2018,9,FC Barcelona,Sevilla FC,93,84,84,80,80,79,1.25,1.25,4,2
2018,9,Rayo Vallecano,Getafe CF,73,73,72,75,74,75,-1.0,-0.125,1,2
2018,9,SD Eibar,Athletic Bilbao,77,78,75,81,79,78,-0.375,-0.5,1,1
2018,9,SD Huesca,Espanyol Barcelona,71,70,69,79,78,76,-1.375,0.5,0,2
2018,9,Real Betis,Real Valladolid,79,79,76,75,71,71,-0.125,0.125,0,1
2018,9,Real Sociedad,Girona FC,80,78,76,79,76,75,0.125,-0.375,0,0
2018,10,Real Valladolid,Espanyol Barcelona,75,71,71,79,78,76,0.2222222222222222,0.6666666666666666,1,1
2018,10,Girona FC,Rayo Vallecano,79,76,75,73,73,72,-0.3333333333333333,-1.0,2,1
2018,10,Athletic Bilbao,Valencia CF,81,79,78,80,80,80,-0.4444444444444444,-0.1111111111111111,0,0
2018,10,Celta Vigo,SD Eibar,78,78,78,77,78,75,0.0,-0.3333333333333333,4,0
2018,10,Levante UD,CD Leganés,75,76,75,74,75,74,-0.1111111111111111,-0.5555555555555556,2,0
2018,10,Atlético Madrid,Real Sociedad,85,82,83,80,78,76,0.5555555555555556,0.1111111111111111,2,0
2018,10,Getafe CF,Real Betis,75,74,75,79,79,76,0.0,-0.2222222222222222,2,0
2018,10,FC Barcelona,Real Madrid,93,84,84,86,86,86,1.3333333333333333,0.4444444444444444,5,1
2018,10,CD Alavés,Villarreal CF,77,75,74,79,79,80,0.4444444444444444,-0.1111111111111111,2,1
2018,10,Sevilla FC,SD Huesca,80,80,79,71,70,69,0.8888888888888888,-1.4444444444444444,2,1
2018,11,CD Leganés,Atlético Madrid,74,75,74,85,82,83,-0.7,0.7,1,1
2018,11,Real Madrid,Real Valladolid,86,86,86,75,71,71,0.0,0.2,2,0
2018,11,Valencia CF,Girona FC,80,80,80,79,76,75,-0.1,-0.2,0,1
2018,11,Rayo Vallecano,FC Barcelona,73,73,72,93,84,84,-1.0,1.6,2,3
2018,11,SD Eibar,CD Alavés,77,78,75,77,75,74,-0.7,0.5,2,1
2018,11,Villarreal CF,Levante UD,79,79,80,75,76,75,-0.2,0.1,1,1
2018,11,Real Sociedad,Sevilla FC,80,78,76,80,80,79,-0.1,0.9,0,0
2018,11,SD Huesca,Getafe CF,71,70,69,75,74,75,-1.4,0.2,1,1
2018,11,Real Betis,Celta Vigo,79,79,76,78,78,78,-0.4,0.4,3,3
2018,11,Espanyol Barcelona,Athletic Bilbao,79,78,76,81,79,78,0.6,-0.4,1,0
2018,12,Levante UD,Real Sociedad,75,76,75,80,78,76,0.09090909090909091,-0.09090909090909091,1,3
2018,12,Real Valladolid,SD Eibar,75,71,71,77,78,75,0.0,-0.5454545454545454,0,0
2018,12,Getafe CF,Valencia CF,75,74,75,80,80,80,0.18181818181818182,-0.18181818181818182,0,1
2018,12,Atlético Madrid,Athletic Bilbao,85,82,83,81,79,78,0.6363636363636364,-0.45454545454545453,3,2
2018,12,Girona FC,CD Leganés,79,76,75,74,75,74,-0.09090909090909091,-0.6363636363636364,0,0
2018,12,CD Alavés,SD Huesca,77,75,74,71,70,69,0.36363636363636365,-1.2727272727272727,2,1
2018,12,FC Barcelona,Real Betis,93,84,84,79,79,76,1.5454545454545454,-0.36363636363636365,3,4
2018,12,Rayo Vallecano,Villarreal CF,73,73,72,79,79,80,-1.0,-0.18181818181818182,2,2
2018,12,Sevilla FC,Espanyol Barcelona,80,80,79,79,78,76,0.8181818181818182,0.6363636363636364,2,1
2018,12,Celta Vigo,Real Madrid,78,78,78,86,86,86,0.36363636363636365,0.18181818181818182,2,4
2018,13,CD Leganés,CD Alavés,74,75,74,77,75,74,-0.5833333333333334,0.4166666666666667,1,0
2018,13,SD Eibar,Real Madrid,77,78,75,86,86,86,-0.5,0.3333333333333333,3,0
2018,13,Valencia CF,Rayo Vallecano,80,80,80,73,73,72,-0.08333333333333333,-0.9166666666666666,3,0
2018,13,SD Huesca,Levante UD,71,70,69,75,76,75,-1.25,-0.08333333333333333,2,2
2018,13,Atlético Madrid,FC Barcelona,85,82,83,93,84,84,0.6666666666666666,1.3333333333333333,1,1
2018,13,Athletic Bilbao,Getafe CF,81,79,78,75,74,75,-0.5,0.08333333333333333,1,1
2018,13,Sevilla FC,Real Valladolid,80,80,79,75,71,71,0.8333333333333334,0.0,1,0
2018,13,Espanyol Barcelona,Girona FC,79,78,76,79,76,75,0.5,-0.08333333333333333,1,3
2018,13,Villarreal CF,Real Betis,79,79,80,79,79,76,-0.16666666666666666,-0.25,2,1
2018,13,Real Sociedad,Celta Vigo,80,78,76,78,78,78,0.08333333333333333,0.16666666666666666,2,1
2018,14,Rayo Vallecano,SD Eibar,73,73,72,77,78,75,-1.0769230769230769,-0.23076923076923078,1,0
2018,14,Celta Vigo,SD Huesca,78,78,78,71,70,69,0.07692307692307693,-1.1538461538461537,2,0
2018,14,Real Valladolid,CD Leganés,75,71,71,74,75,74,-0.07692307692307693,-0.46153846153846156,2,4
2018,14,Getafe CF,Espanyol Barcelona,75,74,75,79,78,76,0.07692307692307693,0.3076923076923077,3,0
2018,14,Real Madrid,Valencia CF,86,86,86,80,80,80,0.07692307692307693,0.15384615384615385,2,0
2018,14,Real Betis,Real Sociedad,79,79,76,80,78,76,-0.3076923076923077,0.15384615384615385,1,0
2018,14,Girona FC,Atlético Madrid,79,76,75,85,82,83,0.07692307692307693,0.6153846153846154,1,1
2018,14,FC Barcelona,Villarreal CF,93,84,84,79,79,80,1.2307692307692308,-0.07692307692307693,2,0
2018,14,CD Alavés,Sevilla FC,77,75,74,80,80,79,0.3076923076923077,0.8461538461538461,1,1
2018,14,Levante UD,Athletic Bilbao,75,76,75,81,79,78,-0.07692307692307693,-0.46153846153846156,3,0
2018,15,CD Leganés,Getafe CF,74,75,74,75,74,75,-0.2857142857142857,0.2857142857142857,1,1
2018,15,Atlético Madrid,CD Alavés,85,82,83,77,75,74,0.5714285714285714,0.2857142857142857,3,0
2018,15,Valencia CF,Sevilla FC,80,80,80,80,80,79,0.0,0.7857142857142857,1,1
2018,15,Villarreal CF,Celta Vigo,79,79,80,78,78,78,-0.21428571428571427,0.21428571428571427,2,3
2018,15,Espanyol Barcelona,FC Barcelona,79,78,76,93,84,84,0.07142857142857142,1.2857142857142858,0,4
2018,15,SD Eibar,Levante UD,77,78,75,75,76,75,-0.2857142857142857,0.14285714285714285,4,4
2018,15,SD Huesca,Real Madrid,71,70,69,86,86,86,-1.2142857142857142,0.21428571428571427,0,1
2018,15,Real Sociedad,Real Valladolid,80,78,76,75,71,71,0.07142857142857142,-0.21428571428571427,1,2
2018,15,Real Betis,Rayo Vallecano,79,79,76,73,73,72,-0.21428571428571427,-0.9285714285714286,2,0
2018,15,Athletic Bilbao,Girona FC,81,79,78,79,76,75,-0.6428571428571429,0.07142857142857142,1,0
2018,16,Celta Vigo,CD Leganés,78,78,78,74,75,74,0.26666666666666666,-0.26666666666666666,0,0
2018,16,Getafe CF,Real Sociedad,75,74,75,80,78,76,0.26666666666666666,0.0,1,0
2018,16,Real Valladolid,Atlético Madrid,75,71,71,85,82,83,-0.13333333333333333,0.7333333333333333,2,3
2018,16,Real Madrid,Rayo Vallecano,86,86,86,73,73,72,0.26666666666666666,-1.0,1,0
2018,16,SD Eibar,Valencia CF,77,78,75,80,80,80,-0.26666666666666666,0.0,1,1
2018,16,Sevilla FC,Girona FC,80,80,79,79,76,75,0.7333333333333333,0.0,2,0
2018,16,Espanyol Barcelona,Real Betis,79,78,76,79,79,76,-0.2,-0.06666666666666667,1,3
2018,16,SD Huesca,Villarreal CF,71,70,69,79,79,80,-1.2,-0.26666666666666666,2,2
2018,16,Levante UD,FC Barcelona,75,76,75,93,84,84,0.13333333333333333,1.4666666666666666,0,5
2018,16,CD Alavés,Athletic Bilbao,77,75,74,81,79,78,0.06666666666666667,-0.5333333333333333,0,0
2018,17,Girona FC,Getafe CF,79,76,75,75,74,75,-0.125,0.3125,1,1
2018,17,Real Sociedad,CD Alavés,80,78,76,77,75,74,-0.0625,0.0625,0,1
2018,17,Real Betis,SD Eibar,79,79,76,77,78,75,0.0625,-0.25,1,1
2018,17,Atlético Madrid,Espanyol Barcelona,85,82,83,79,78,76,0.75,-0.3125,1,0
2018,17,FC Barcelona,Celta Vigo,93,84,84,78,78,78,1.6875,0.25,2,0
2018,17,Athletic Bilbao,Real Valladolid,81,79,78,75,71,71,-0.5,-0.1875,1,1
2018,17,Valencia CF,SD Huesca,80,80,80,71,70,69,0.0,-1.125,2,1
2018,17,CD Leganés,Sevilla FC,74,75,74,80,80,79,-0.25,0.8125,1,1
2018,17,Rayo Vallecano,Levante UD,73,73,72,75,76,75,-1.0,-0.1875,2,1
2018,17,Villarreal CF,Real Madrid,79,79,80,86,86,86,-0.25,0.3125,2,2
2018,18,Levante UD,Girona FC,75,76,75,79,76,75,-0.23529411764705882,-0.11764705882352941,2,2
2018,18,Espanyol Barcelona,CD Leganés,79,78,76,74,75,74,-0.35294117647058826,-0.23529411764705882,1,0
2018,18,Real Valladolid,Rayo Vallecano,75,71,71,73,73,72,-0.17647058823529413,-0.8823529411764706,0,1
2018,18,CD Alavés,Valencia CF,77,75,74,80,80,80,0.11764705882352941,0.058823529411764705,2,1
2018,18,SD Huesca,Real Betis,71,70,69,79,79,76,-1.1176470588235294,0.058823529411764705,2,1
2018,18,SD Eibar,Villarreal CF,77,78,75,79,79,80,-0.23529411764705882,-0.23529411764705882,0,0
2018,18,Sevilla FC,Atlético Madrid,80,80,79,85,82,83,0.7647058823529411,0.7647058823529411,1,1
2018,18,Real Madrid,Real Sociedad,86,86,86,80,78,76,0.29411764705882354,-0.11764705882352941,0,2
2018,18,Getafe CF,FC Barcelona,75,74,75,93,84,84,0.29411764705882354,1.7058823529411764,1,2
2018,18,Celta Vigo,Athletic Bilbao,78,78,78,81,79,78,0.11764705882352941,-0.47058823529411764,1,2
2018,19,Rayo Vallecano,Celta Vigo,73,73,72,78,78,78,-0.7777777777777778,0.05555555555555555,4,2
2018,19,CD Leganés,SD Huesca,74,75,74,71,70,69,-0.2777777777777778,-1.0,1,0
2018,19,Valencia CF,Real Valladolid,80,80,80,75,71,71,0.0,-0.2222222222222222,1,1
2018,19,Girona FC,CD Alavés,79,76,75,77,75,74,-0.1111111111111111,0.16666666666666666,1,1
2018,19,Villarreal CF,Getafe CF,79,79,80,75,74,75,-0.2222222222222222,0.2222222222222222,1,2
2018,19,Atlético Madrid,Levante UD,85,82,83,75,76,75,0.7222222222222222,-0.2222222222222222,1,0
2018,19,Athletic Bilbao,Sevilla FC,81,79,78,80,80,79,-0.3888888888888889,0.7222222222222222,2,0
2018,19,FC Barcelona,SD Eibar,93,84,84,77,78,75,1.6666666666666667,-0.2222222222222222,3,0
2018,19,Real Betis,Real Madrid,79,79,76,86,86,86,0.0,0.16666666666666666,1,2
2018,19,Real Sociedad,Espanyol Barcelona,80,78,76,79,78,76,0.0,-0.2777777777777778,3,2
2018,20,Getafe CF,CD Alavés,75,74,75,77,75,74,0.2631578947368421,0.15789473684210525,4,0
2018,20,Real Madrid,Sevilla FC,86,86,86,80,80,79,0.21052631578947367,0.5789473684210527,2,0
2018,20,SD Huesca,Atlético Madrid,71,70,69,85,82,83,-1.0,0.7368421052631579,0,3
2018,20,Celta Vigo,Valencia CF,78,78,78,80,80,80,-0.05263157894736842,0.0,1,2
2018,20,Real Betis,Girona FC,79,79,76,79,76,75,-0.05263157894736842,-0.10526315789473684,3,2
2018,20,Villarreal CF,Athletic Bilbao,79,79,80,81,79,78,-0.2631578947368421,-0.2631578947368421,1,1
2018,20,Levante UD,Real Valladolid,75,76,75,75,71,71,-0.2631578947368421,-0.21052631578947367,2,0
2018,20,Rayo Vallecano,Real Sociedad,73,73,72,80,78,76,-0.631578947368421,0.05263157894736842,2,2
2018,20,FC Barcelona,CD Leganés,93,84,84,74,75,74,1.736842105263158,-0.21052631578947367,3,1
2018,20,SD Eibar,Espanyol Barcelona,77,78,75,79,78,76,-0.3684210526315789,-0.3157894736842105,3,0
2018,21,Sevilla FC,Levante UD,80,80,79,75,76,75,0.45,-0.15,5,0
2018,21,Atlético Madrid,Getafe CF,85,82,83,75,74,75,0.85,0.45,2,0
2018,21,CD Leganés,SD Eibar,74,75,74,77,78,75,-0.3,-0.2,2,2
2018,21,Valencia CF,Villarreal CF,80,80,80,79,79,80,0.05,-0.25,3,0
2018,21,Real Valladolid,Celta Vigo,75,71,71,78,78,78,-0.3,-0.1,2,1
2018,21,Girona FC,FC Barcelona,79,76,75,93,84,84,-0.15,1.75,0,2
2018,21,Athletic Bilbao,Real Betis,81,79,78,79,79,76,-0.25,0.0,1,0
2018,21,Real Sociedad,SD Huesca,80,78,76,71,70,69,0.05,-1.1,0,0
2018,21,Espanyol Barcelona,Real Madrid,79,78,76,86,86,86,-0.45,0.3,2,4
2018,21,CD Alavés,Rayo Vallecano,77,75,74,73,73,72,-0.05,-0.6,0,1
2018,22,SD Huesca,Real Valladolid,71,70,69,75,71,71,-1.0476190476190477,-0.23809523809523808,4,0
2018,22,Levante UD,Getafe CF,75,76,75,75,74,75,-0.38095238095238093,0.3333333333333333,0,0
2018,22,Real Sociedad,Athletic Bilbao,80,78,76,81,79,78,0.047619047619047616,-0.19047619047619047,2,1
2018,22,FC Barcelona,Valencia CF,93,84,84,80,80,80,1.7619047619047619,0.19047619047619047,2,2
2018,22,Celta Vigo,Sevilla FC,78,78,78,80,80,79,-0.14285714285714285,0.6666666666666666,1,0
2018,22,Villarreal CF,Espanyol Barcelona,79,79,80,79,78,76,-0.38095238095238093,-0.5238095238095238,2,2
2018,22,Real Betis,Atlético Madrid,79,79,76,85,82,83,-0.047619047619047616,0.9047619047619048,1,0
2018,22,SD Eibar,Girona FC,77,78,75,79,76,75,-0.19047619047619047,-0.23809523809523808,3,0
2018,22,Real Madrid,CD Alavés,86,86,86,77,75,74,0.38095238095238093,-0.09523809523809523,3,0
2018,22,Rayo Vallecano,CD Leganés,73,73,72,74,75,74,-0.5238095238095238,-0.2857142857142857,1,2
2018,23,Real Valladolid,Villarreal CF,75,71,71,79,79,80,-0.4090909090909091,-0.36363636363636365,0,0
2018,23,Getafe CF,Celta Vigo,75,74,75,78,78,78,0.3181818181818182,-0.09090909090909091,3,1
2018,23,Atlético Madrid,Real Madrid,85,82,83,86,86,86,0.8181818181818182,0.5,1,3
2018,23,Espanyol Barcelona,Rayo Vallecano,79,78,76,73,73,72,-0.5,-0.5454545454545454,2,1
2018,23,Girona FC,SD Huesca,79,76,75,71,70,69,-0.36363636363636365,-0.8181818181818182,0,2
2018,23,CD Leganés,Real Betis,74,75,74,79,79,76,-0.22727272727272727,0.0,3,0
2018,23,Valencia CF,Real Sociedad,80,80,80,80,78,76,0.18181818181818182,0.09090909090909091,0,0
2018,23,Sevilla FC,SD Eibar,80,80,79,77,78,75,0.5909090909090909,-0.045454545454545456,2,2
2018,23,Athletic Bilbao,FC Barcelona,81,79,78,93,84,84,-0.22727272727272727,1.6818181818181819,0,0
2018,23,CD Alavés,Levante UD,77,75,74,75,76,75,-0.22727272727272727,-0.36363636363636365,2,0
2018,24,SD Eibar,Getafe CF,77,78,75,75,74,75,-0.043478260869565216,0.391304347826087,2,2
2018,24,Celta Vigo,Levante UD,78,78,78,75,76,75,-0.17391304347826086,-0.43478260869565216,1,4
2018,24,Rayo Vallecano,Atlético Madrid,73,73,72,85,82,83,-0.5652173913043478,0.6956521739130435,0,1
2018,24,Real Sociedad,CD Leganés,80,78,76,74,75,74,0.08695652173913043,-0.08695652173913043,3,0
2018,24,FC Barcelona,Real Valladolid,93,84,84,75,71,71,1.608695652173913,-0.391304347826087,1,0
2018,24,Real Madrid,Girona FC,86,86,86,79,76,75,0.5652173913043478,-0.43478260869565216,1,2
2018,24,Valencia CF,Espanyol Barcelona,80,80,80,79,78,76,0.17391304347826086,-0.43478260869565216,0,0
2018,24,Villarreal CF,Sevilla FC,79,79,80,80,80,79,-0.34782608695652173,0.5652173913043478,3,0
2018,24,Real Betis,CD Alavés,79,79,76,77,75,74,-0.13043478260869565,-0.13043478260869565,1,1
2018,24,SD Huesca,Athletic Bilbao,71,70,69,81,79,78,-0.6956521739130435,-0.21739130434782608,0,1
2018,25,Espanyol Barcelona,SD Huesca,79,78,76,71,70,69,-0.4166666666666667,-0.7083333333333334,1,1
2018,25,Getafe CF,Rayo Vallecano,75,74,75,73,73,72,0.375,-0.5833333333333334,2,1
2018,25,Sevilla FC,FC Barcelona,80,80,79,93,84,84,0.4166666666666667,1.5833333333333333,2,4
2018,25,CD Alavés,Celta Vigo,77,75,74,78,78,78,-0.125,-0.2916666666666667,0,0
2018,25,Athletic Bilbao,SD Eibar,81,79,78,77,78,75,-0.16666666666666666,-0.041666666666666664,1,0
2018,25,CD Leganés,Valencia CF,74,75,74,80,80,80,-0.20833333333333334,0.16666666666666666,1,1
2018,25,Atlético Madrid,Villarreal CF,85,82,83,79,79,80,0.7083333333333334,-0.20833333333333334,2,0
2018,25,Real Valladolid,Real Betis,75,71,71,79,79,76,-0.4166666666666667,-0.125,0,2
2018,25,Levante UD,Real Madrid,75,76,75,86,86,86,-0.2916666666666667,0.5,1,2
2018,25,Girona FC,Real Sociedad,79,76,75,80,78,76,-0.375,0.20833333333333334,0,0
2018,26,Rayo Vallecano,Girona FC,73,73,72,79,76,75,-0.6,-0.36,0,2
2018,26,Espanyol Barcelona,Real Valladolid,79,78,76,75,71,71,-0.4,-0.48,3,1
2018,26,Villarreal CF,CD Alavés,79,79,80,77,75,74,-0.28,-0.12,1,2
2018,26,SD Huesca,Sevilla FC,71,70,69,80,80,79,-0.68,0.32,2,1
2018,26,Real Madrid,FC Barcelona,86,86,86,93,84,84,0.52,1.6,0,1
2018,26,SD Eibar,Celta Vigo,77,78,75,78,78,78,-0.08,-0.28,1,0
2018,26,Real Betis,Getafe CF,79,79,76,75,74,75,-0.04,0.4,1,2
2018,26,Real Sociedad,Atlético Madrid,80,78,76,85,82,83,0.2,0.76,0,2
2018,26,Valencia CF,Athletic Bilbao,80,80,80,81,79,78,0.16,-0.12,2,0
2018,26,CD Leganés,Levante UD,74,75,74,75,76,75,-0.2,-0.32,1,0
2018,27,Athletic Bilbao,Espanyol Barcelona,81,79,78,79,78,76,-0.19230769230769232,-0.3076923076923077,1,1
2018,27,CD Alavés,SD Eibar,77,75,74,77,78,75,-0.07692307692307693,-0.038461538461538464,1,1
2018,27,Atlético Madrid,CD Leganés,85,82,83,74,75,74,0.8076923076923077,-0.15384615384615385,1,0
2018,27,FC Barcelona,Rayo Vallecano,93,84,84,73,73,72,1.5769230769230769,-0.6538461538461539,3,1
2018,27,Getafe CF,SD Huesca,75,74,75,71,70,69,0.4230769230769231,-0.6153846153846154,2,1
2018,27,Celta Vigo,Real Betis,78,78,78,79,79,76,-0.3076923076923077,-0.07692307692307693,0,1
2018,27,Girona FC,Valencia CF,79,76,75,80,80,80,-0.2692307692307692,0.23076923076923078,2,3
2018,27,Levante UD,Villarreal CF,75,76,75,79,79,80,-0.34615384615384615,-0.3076923076923077,0,2
2018,27,Sevilla FC,Real Sociedad,80,80,79,80,78,76,0.2692307692307692,0.11538461538461539,5,2
2018,27,Real Valladolid,Real Madrid,75,71,71,86,86,86,-0.5384615384615384,0.46153846153846156,1,4
2018,28,Real Sociedad,Levante UD,80,78,76,75,76,75,0.0,-0.4074074074074074,1,1
2018,28,SD Huesca,CD Alavés,71,70,69,77,75,74,-0.6296296296296297,-0.07407407407407407,1,3
2018,28,Real Madrid,Celta Vigo,86,86,86,78,78,78,0.5555555555555556,-0.3333333333333333,2,0
2018,28,Athletic Bilbao,Atlético Madrid,81,79,78,85,82,83,-0.18518518518518517,0.8148148148148148,2,0
2018,28,CD Leganés,Girona FC,74,75,74,79,76,75,-0.18518518518518517,-0.2962962962962963,0,2
2018,28,SD Eibar,Real Valladolid,77,78,75,75,71,71,-0.037037037037037035,-0.6296296296296297,1,2
2018,28,Espanyol Barcelona,Sevilla FC,79,78,76,80,80,79,-0.2962962962962963,0.37037037037037035,0,1
2018,28,Valencia CF,Getafe CF,80,80,80,75,74,75,0.25925925925925924,0.4444444444444444,0,0
2018,28,Villarreal CF,Rayo Vallecano,79,79,80,73,73,72,-0.2222222222222222,-0.7037037037037037,3,1
2018,28,Real Betis,FC Barcelona,79,79,76,93,84,84,-0.037037037037037035,1.5925925925925926,1,4
2018,29,Girona FC,Athletic Bilbao,79,76,75,81,79,78,-0.21428571428571427,-0.10714285714285714,1,2
2018,29,Getafe CF,CD Leganés,75,74,75,74,75,74,0.42857142857142855,-0.25,0,2
2018,29,FC Barcelona,Espanyol Barcelona,93,84,84,79,78,76,1.6428571428571428,-0.32142857142857145,2,0
2018,29,Celta Vigo,Villarreal CF,78,78,78,79,79,80,-0.39285714285714285,-0.14285714285714285,3,2
2018,29,CD Alavés,Atlético Madrid,77,75,74,85,82,83,0.0,0.7142857142857143,0,4
2018,29,Levante UD,SD Eibar,75,76,75,77,78,75,-0.39285714285714285,-0.07142857142857142,2,2
2018,29,Rayo Vallecano,Real Betis,73,73,72,79,79,76,-0.75,-0.14285714285714285,1,1
2018,29,Sevilla FC,Valencia CF,80,80,79,80,80,80,0.39285714285714285,0.25,0,1
2018,29,Real Valladolid,Real Sociedad,75,71,71,80,78,76,-0.5714285714285714,0.0,1,1
2018,29,Real Madrid,SD Huesca,86,86,86,71,70,69,0.6071428571428571,-0.6785714285714286,3,2
2018,30,Atlético Madrid,Girona FC,85,82,83,79,76,75,0.8275862068965517,-0.2413793103448276,2,0
2018,30,Espanyol Barcelona,Getafe CF,79,78,76,75,74,75,-0.3793103448275862,0.3448275862068966,1,1
2018,30,Villarreal CF,FC Barcelona,79,79,80,93,84,84,-0.1724137931034483,1.6551724137931034,4,4
2018,30,Athletic Bilbao,Levante UD,81,79,78,75,76,75,-0.06896551724137931,-0.3793103448275862,3,2
2018,30,SD Eibar,Rayo Vallecano,77,78,75,73,73,72,-0.06896551724137931,-0.7241379310344828,2,1
2018,30,SD Huesca,Celta Vigo,71,70,69,78,78,78,-0.6896551724137931,-0.3448275862068966,3,3
2018,30,Valencia CF,Real Madrid,80,80,80,86,86,86,0.27586206896551724,0.6206896551724138,2,1
2018,30,Sevilla FC,CD Alavés,80,80,79,77,75,74,0.3448275862068966,-0.13793103448275862,2,0
2018,30,CD Leganés,Real Valladolid,74,75,74,75,71,71,-0.1724137931034483,-0.5517241379310345,1,0
2018,30,Real Sociedad,Real Betis,80,78,76,79,79,76,0.0,-0.13793103448275862,2,1
2018,31,Girona FC,Espanyol Barcelona,79,76,75,79,78,76,-0.3,-0.36666666666666664,1,2
2018,31,Real Madrid,SD Eibar,86,86,86,77,78,75,0.5666666666666667,-0.03333333333333333,2,1
2018,31,Rayo Vallecano,Valencia CF,73,73,72,80,80,80,-0.7333333333333333,0.3,2,0
2018,31,FC Barcelona,Atlético Madrid,93,84,84,85,82,83,1.6,0.8666666666666667,2,0
2018,31,CD Alavés,CD Leganés,77,75,74,74,75,74,-0.2,-0.13333333333333333,1,1
2018,31,Getafe CF,Athletic Bilbao,75,74,75,81,79,78,0.3333333333333333,-0.03333333333333333,1,0
2018,31,Real Valladolid,Sevilla FC,75,71,71,80,80,79,-0.5666666666666667,0.4,0,2
2018,31,Celta Vigo,Real Sociedad,78,78,78,80,78,76,-0.3333333333333333,0.03333333333333333,3,1
2018,31,Levante UD,SD Huesca,75,76,75,71,70,69,-0.4,-0.6666666666666666,2,2
2018,31,Real Betis,Villarreal CF,79,79,76,79,79,80,-0.16666666666666666,-0.16666666666666666,2,1
2018,32,Espanyol Barcelona,CD Alavés,79,78,76,77,75,74,-0.3225806451612903,-0.1935483870967742,2,1
2018,32,SD Huesca,FC Barcelona,71,70,69,93,84,84,-0.6451612903225806,1.6129032258064515,0,0
2018,32,Atlético Madrid,Celta Vigo,85,82,83,78,78,78,0.7741935483870968,-0.25806451612903225,2,0
2018,32,Sevilla FC,Real Betis,80,80,79,79,79,76,0.45161290322580644,-0.12903225806451613,3,2
2018,32,Real Valladolid,Getafe CF,75,71,71,75,74,75,-0.6129032258064516,0.3548387096774194,2,2
2018,32,Athletic Bilbao,Rayo Vallecano,81,79,78,73,73,72,-0.06451612903225806,-0.6451612903225806,3,2
2018,32,Real Sociedad,SD Eibar,80,78,76,77,78,75,-0.03225806451612903,-0.06451612903225806,1,1
2018,32,Girona FC,Villarreal CF,79,76,75,79,79,80,-0.3225806451612903,-0.1935483870967742,0,1
2018,32,Valencia CF,Levante UD,80,80,80,75,76,75,0.22580645161290322,-0.3870967741935484,3,1
2018,32,CD Leganés,Real Madrid,74,75,74,86,86,86,-0.12903225806451613,0.5806451612903226,1,1
2018,33,CD Alavés,Real Valladolid,77,75,74,75,71,71,-0.21875,-0.59375,2,2
2018,33,Celta Vigo,Girona FC,78,78,78,79,76,75,-0.3125,-0.34375,2,1
2018,33,SD Eibar,Atlético Madrid,77,78,75,85,82,83,-0.0625,0.8125,0,1
2018,33,Rayo Vallecano,SD Huesca,73,73,72,71,70,69,-0.65625,-0.625,0,0
2018,33,FC Barcelona,Real Sociedad,93,84,84,80,78,76,1.5625,-0.03125,2,1
2018,33,Levante UD,Espanyol Barcelona,75,76,75,79,78,76,-0.4375,-0.28125,2,2
2018,33,Getafe CF,Sevilla FC,75,74,75,80,80,79,0.34375,0.46875,3,0
2018,33,Real Madrid,Athletic Bilbao,86,86,86,81,79,78,0.5625,-0.03125,3,0
2018,33,Villarreal CF,CD Leganés,79,79,80,74,75,74,-0.15625,-0.125,2,1
2018,33,Real Betis,Valencia CF,79,79,76,80,80,80,-0.15625,0.28125,1,2
2018,34,SD Huesca,SD Eibar,71,70,69,77,78,75,-0.6060606060606061,-0.09090909090909091,2,0
